                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.71745,                 2.4264,                0.96886,                0.01441,                 0.7115,                0.07523,                0.06747,                0.71738,                 3.6879,                0.90475,              6.626e-05,              6.626e-05,              6.626e-05
                     12,                0.76469,                 2.5399,                0.95876,                0.01425,                0.69332,                0.07405,                0.06578,                0.71713,                  3.698,                0.90839,             7.2837e-05,             7.2837e-05,             7.2837e-05
                     13,                 0.7587,                 2.5788,                0.98711,                0.01409,                0.68196,                0.07505,                0.06626,                0.72191,                 3.7069,                0.91382,             7.9406e-05,             7.9406e-05,             7.9406e-05
                     14,                0.73697,                  2.329,                0.99839,                0.01415,                0.67059,                0.07491,                0.06694,                0.72646,                 3.7162,                0.91853,             8.5966e-05,             8.5966e-05,             8.5966e-05
                     15,                0.71385,                  2.409,                0.96472,                0.01429,                0.65241,                0.07216,                0.06512,                 0.7441,                  3.738,                0.93056,             9.2517e-05,             9.2517e-05,             9.2517e-05
                     16,                0.74063,                 2.2003,                0.99061,                0.01445,                0.62968,                0.06835,                0.06199,                0.75888,                 3.7691,                0.94509,              9.906e-05,              9.906e-05,              9.906e-05
                     17,                 0.6874,                 2.2079,                0.95476,                0.01429,                0.61453,                0.06548,                 0.0587,                0.78721,                 3.8168,                0.96662,             0.00010559,             0.00010559,             0.00010559
                     18,                0.75073,                 2.3039,                0.95816,                0.01429,                0.61453,                0.06548,                 0.0587,                0.78721,                 3.8168,                0.96662,             0.00011212,             0.00011212,             0.00011212
                     19,                0.65573,                 2.1659,                0.94421,                0.01475,                0.61309,                0.06181,                0.05534,                0.81114,                 3.8901,                0.99744,             0.00011863,             0.00011863,             0.00011863
                     20,                0.77832,                 2.2138,                 1.0063,                0.01475,                0.61309,                0.06181,                0.05534,                0.81114,                 3.8901,                0.99744,             0.00012514,             0.00012514,             0.00012514
                     21,                0.61813,                 2.1753,                0.94658,                0.01479,                0.58657,                0.05425,                0.04808,                0.81654,                 3.9806,                 1.0318,             0.00013164,             0.00013164,             0.00013164
                     22,                0.76527,                 2.3777,                 1.0118,                0.01479,                0.58657,                0.05425,                0.04808,                0.81654,                 3.9806,                 1.0318,             0.00013813,             0.00013813,             0.00013813
                     23,                0.70198,                 2.1156,                0.97441,                0.01401,                0.52975,                  0.046,                0.04077,                0.82601,                 4.0426,                 1.0592,             0.00014461,             0.00014461,             0.00014461
                     24,                0.75527,                 2.2123,                0.98476,                0.01401,                0.52975,                  0.046,                0.04077,                0.82601,                 4.0426,                 1.0592,             0.00015108,             0.00015108,             0.00015108
                     25,                0.73232,                  2.209,                0.96979,                0.01215,                0.47268,                0.04148,                0.03493,                0.82235,                 4.0892,                 1.0822,             0.00015754,             0.00015754,             0.00015754
                     26,                0.74258,                 2.2672,                 1.0111,                0.01215,                0.47268,                0.04148,                0.03493,                0.82235,                 4.0892,                 1.0822,               0.000164,               0.000164,               0.000164
                     27,                0.62779,                 1.9598,                0.95229,                0.01352,                0.48985,                0.04007,                0.03242,                0.82989,                 4.1271,                 1.1016,             0.00017044,             0.00017044,             0.00017044
                     28,                0.77827,                 2.1926,                0.96728,                0.01352,                0.48985,                0.04007,                0.03242,                0.82989,                 4.1271,                 1.1016,             0.00017688,             0.00017688,             0.00017688
                     29,                0.71003,                 2.1111,                 0.9897,                0.01125,                 0.3831,                0.03436,                0.02845,                0.82903,                 4.1751,                 1.1217,             0.00018331,             0.00018331,             0.00018331
                     30,                0.72145,                   1.95,                0.96736,                0.01125,                 0.3831,                0.03436,                0.02845,                0.82903,                 4.1751,                 1.1217,             0.00018973,             0.00018973,             0.00018973
                     31,                0.62963,                  1.944,                0.93192,                0.00915,                0.34096,                0.02635,                0.02135,                 0.8304,                 4.2082,                 1.1386,             0.00019614,             0.00019614,             0.00019614
                     32,                0.65949,                 1.7939,                0.94143,                0.00915,                0.34096,                0.02635,                0.02135,                 0.8304,                 4.2082,                 1.1386,             0.00020254,             0.00020254,             0.00020254
                     33,                0.68252,                 1.9004,                0.94732,                0.00873,                0.31318,                0.02281,                0.01792,                0.82456,                 4.2339,                 1.1545,             0.00020893,             0.00020893,             0.00020893
                     34,                0.73941,                 2.0495,                0.96605,                0.00873,                0.31318,                0.02281,                0.01792,                0.82456,                 4.2339,                 1.1545,             0.00021532,             0.00021532,             0.00021532
                     35,                0.71944,                 1.9432,                 1.0256,                0.00775,                0.29539,                0.02169,                0.01765,                0.84379,                 4.2387,                 1.1773,             0.00022169,             0.00022169,             0.00022169
                     36,                0.77358,                 1.8418,                0.98016,                0.00775,                0.29539,                0.02169,                0.01765,                0.84379,                 4.2387,                 1.1773,             0.00022806,             0.00022806,             0.00022806
                     37,                0.83172,                 1.8877,                 1.0202,                0.00718,                 0.2964,                0.02767,                0.02253,                0.86158,                  4.234,                 1.1977,             0.00023441,             0.00023441,             0.00023441
                     38,                0.73162,                 1.8873,                0.98153,                0.00718,                 0.2964,                0.02767,                0.02253,                0.86158,                  4.234,                 1.1977,             0.00024076,             0.00024076,             0.00024076
                     39,                0.77718,                 1.9007,                 1.0533,                0.40807,                 0.0372,                0.03871,                  0.031,                0.88805,                  4.208,                  1.216,              0.0002471,              0.0002471,              0.0002471
                     40,                 0.6417,                  1.605,                0.97346,                0.40807,                 0.0372,                0.03871,                  0.031,                0.88805,                  4.208,                  1.216,             0.00025343,             0.00025343,             0.00025343
                     41,                0.71936,                 1.9105,                0.98054,                0.50291,                0.06439,                0.04242,                0.03277,                0.88111,                 4.1678,                 1.2082,             0.00025976,             0.00025976,             0.00025976
                     42,                0.73726,                 1.7556,                0.97147,                0.50291,                0.06439,                0.04242,                0.03277,                0.88111,                 4.1678,                 1.2082,             0.00026607,             0.00026607,             0.00026607
                     43,                0.80928,                 1.8272,                 1.0209,                0.41501,                0.06439,                0.04808,                0.03703,                0.85624,                 4.0982,                 1.1773,             0.00027237,             0.00027237,             0.00027237
                     44,                0.80879,                 1.8085,                 1.0126,                0.41501,                0.06439,                0.04808,                0.03703,                0.85624,                 4.0982,                 1.1773,             0.00027867,             0.00027867,             0.00027867
                     45,                0.75771,                 1.7162,                0.98734,                   0.34,                0.07513,                0.05624,                0.04159,                0.82597,                 4.0361,                 1.1386,             0.00028496,             0.00028496,             0.00028496
                     46,                0.77895,                 2.0648,                0.96037,                   0.34,                0.07513,                0.05624,                0.04159,                0.82597,                 4.0361,                 1.1386,             0.00029124,             0.00029124,             0.00029124
                     47,                0.65966,                 1.5062,                0.95844,                0.14528,                0.10282,                0.06158,                0.04551,                0.83375,                 3.9917,                 1.1141,              0.0002975,              0.0002975,              0.0002975
                     48,                0.80408,                 1.8631,                  0.968,                0.14528,                0.10282,                0.06158,                0.04551,                0.83375,                 3.9917,                 1.1141,             0.00030377,             0.00030377,             0.00030377
                     49,                0.81096,                 1.7363,                 1.0291,                0.14427,                0.10303,                 0.0656,                 0.0478,                0.85942,                 3.9429,                 1.0986,             0.00031002,             0.00031002,             0.00031002
                     50,                0.72422,                 1.8073,                0.96676,                0.14427,                0.10303,                 0.0656,                 0.0478,                0.85942,                 3.9429,                 1.0986,             0.00031626,             0.00031626,             0.00031626
                     51,                0.75221,                 1.4514,                0.98637,                0.04758,                0.08229,                0.06665,                0.04641,                0.89546,                 3.9505,                 1.1128,             0.00032249,             0.00032249,             0.00032249
                     52,                 0.7561,                 1.4832,                 1.0226,                0.04758,                0.08229,                0.06665,                0.04641,                0.89546,                 3.9505,                 1.1128,             0.00032872,             0.00032872,             0.00032872
                     53,                0.70763,                 1.5726,                0.94688,                0.04758,                0.08229,                0.06665,                0.04641,                0.89546,                 3.9505,                 1.1128,             0.00033494,             0.00033494,             0.00033494
                     54,                0.73533,                 1.5906,                0.97993,                0.02736,                0.05328,                  0.067,                0.04714,                0.92084,                 4.0082,                 1.1196,             0.00034114,             0.00034114,             0.00034114
                     55,                0.74891,                 1.5534,                0.93416,                0.02736,                0.05328,                  0.067,                0.04714,                0.92084,                 4.0082,                 1.1196,             0.00034734,             0.00034734,             0.00034734
                     56,                0.74356,                 1.3617,                 1.0016,                0.02736,                0.05328,                  0.067,                0.04714,                0.92084,                 4.0082,                 1.1196,             0.00035353,             0.00035353,             0.00035353
                     57,                0.70093,                 1.5508,                0.94853,                0.02789,                0.04691,                0.06111,                0.04301,                0.94827,                  4.118,                 1.1449,             0.00035971,             0.00035971,             0.00035971
                     58,                0.60701,                 1.3626,                0.94117,                0.02789,                0.04691,                0.06111,                0.04301,                0.94827,                  4.118,                 1.1449,             0.00036589,             0.00036589,             0.00036589
                     59,                0.71119,                  1.423,                0.95358,                0.02789,                0.04691,                0.06111,                0.04301,                0.94827,                  4.118,                 1.1449,             0.00037205,             0.00037205,             0.00037205
                     60,                0.71651,                 1.4178,                0.99492,                0.04492,                0.21857,                0.05458,                0.03506,                0.98706,                 4.1572,                 1.1562,             0.00037821,             0.00037821,             0.00037821
                     61,                0.78881,                 1.3686,                 0.9469,                0.04492,                0.21857,                0.05458,                0.03506,                0.98706,                 4.1572,                 1.1562,             0.00038435,             0.00038435,             0.00038435
                     62,                0.73001,                 1.6311,                 1.0146,                0.04492,                0.21857,                0.05458,                0.03506,                0.98706,                 4.1572,                 1.1562,             0.00039049,             0.00039049,             0.00039049
                     63,                 0.6435,                 1.3236,                0.94922,                 0.0199,                0.03283,                0.04838,                0.03239,                0.98622,                 4.2261,                 1.1634,             0.00039662,             0.00039662,             0.00039662
                     64,                0.73719,                 1.3014,                 1.0057,                 0.0199,                0.03283,                0.04838,                0.03239,                0.98622,                 4.2261,                 1.1634,             0.00040274,             0.00040274,             0.00040274
                     65,                0.69235,                 1.3375,                0.97667,                 0.0199,                0.03283,                0.04838,                0.03239,                0.98622,                 4.2261,                 1.1634,             0.00040885,             0.00040885,             0.00040885
                     66,                0.70716,                 1.4145,                0.94655,                0.03541,                0.06978,                0.04782,                0.03197,                0.95247,                 4.3091,                 1.1537,             0.00041495,             0.00041495,             0.00041495
                     67,                0.73174,                 1.3919,                0.98154,                0.03541,                0.06978,                0.04782,                0.03197,                0.95247,                 4.3091,                 1.1537,             0.00042104,             0.00042104,             0.00042104
                     68,                0.74543,                  1.541,                 1.0023,                0.03541,                0.06978,                0.04782,                0.03197,                0.95247,                 4.3091,                 1.1537,             0.00042713,             0.00042713,             0.00042713
                     69,                0.75558,                 1.4688,                 0.9612,                0.04587,                0.10857,                0.05527,                0.03734,                0.91083,                 4.3878,                  1.129,              0.0004332,              0.0004332,              0.0004332
                     70,                0.74234,                 1.4228,                0.96782,                0.04587,                0.10857,                0.05527,                0.03734,                0.91083,                 4.3878,                  1.129,             0.00043927,             0.00043927,             0.00043927
                     71,                0.71074,                 1.4484,                0.91114,                0.04587,                0.10857,                0.05527,                0.03734,                0.91083,                 4.3878,                  1.129,             0.00044533,             0.00044533,             0.00044533
                     72,                0.78401,                 1.3988,                 1.0384,                0.04231,                0.10365,                 0.0548,                0.03936,                0.91049,                 4.4856,                 1.1212,             0.00045138,             0.00045138,             0.00045138
                     73,                 0.7197,                 1.4417,                0.91667,                0.04231,                0.10365,                 0.0548,                0.03936,                0.91049,                 4.4856,                 1.1212,             0.00045742,             0.00045742,             0.00045742
                     74,                0.72012,                 1.4268,                0.95706,                0.04231,                0.10365,                 0.0548,                0.03936,                0.91049,                 4.4856,                 1.1212,             0.00046345,             0.00046345,             0.00046345
                     75,                0.75248,                 1.4957,                 1.0094,                0.05316,                0.12271,                0.04996,                0.03788,                0.92621,                 4.4872,                 1.1207,             0.00046947,             0.00046947,             0.00046947
                     76,                0.77547,                 1.4693,                0.99282,                0.05316,                0.12271,                0.04996,                0.03788,                0.92621,                 4.4872,                 1.1207,             0.00047549,             0.00047549,             0.00047549
                     77,                0.77215,                 1.2797,                0.95754,                0.05316,                0.12271,                0.04996,                0.03788,                0.92621,                 4.4872,                 1.1207,             0.00048149,             0.00048149,             0.00048149
                     78,                0.71501,                 1.2644,                0.97177,                0.05294,                0.11868,                0.04558,                0.03465,                0.96827,                  4.476,                 1.1508,             0.00048749,             0.00048749,             0.00048749
                     79,                0.61621,                 1.1752,                0.95171,                0.05294,                0.11868,                0.04558,                0.03465,                0.96827,                  4.476,                 1.1508,             0.00049348,             0.00049348,             0.00049348
                     80,                0.67675,                 1.2553,                0.96045,                0.05294,                0.11868,                0.04558,                0.03465,                0.96827,                  4.476,                 1.1508,             0.00049946,             0.00049946,             0.00049946
                     81,                0.73736,                 1.2414,                0.98377,                0.06176,                0.11356,                0.04397,                0.03327,                 1.0322,                 4.5052,                 1.2108,             0.00050543,             0.00050543,             0.00050543
                     82,                0.75057,                 1.4047,                0.95233,                0.06176,                0.11356,                0.04397,                0.03327,                 1.0322,                 4.5052,                 1.2108,             0.00051139,             0.00051139,             0.00051139
                     83,                0.71591,                 1.2659,                0.93778,                0.06176,                0.11356,                0.04397,                0.03327,                 1.0322,                 4.5052,                 1.2108,             0.00051734,             0.00051734,             0.00051734
                     84,                0.61974,                 1.1992,                0.94231,                  0.046,                 0.1068,                0.04747,                0.03708,                 1.0601,                 4.4578,                  1.244,             0.00052328,             0.00052328,             0.00052328
                     85,                0.62052,                 1.2067,                0.93095,                  0.046,                 0.1068,                0.04747,                0.03708,                 1.0601,                 4.4578,                  1.244,             0.00052922,             0.00052922,             0.00052922
                     86,                0.65491,                 1.2387,                0.94351,                  0.046,                 0.1068,                0.04747,                0.03708,                 1.0601,                 4.4578,                  1.244,             0.00053514,             0.00053514,             0.00053514
                     87,                 0.7184,                 1.4642,                0.99163,                  0.046,                 0.1068,                0.04747,                0.03708,                 1.0601,                 4.4578,                  1.244,             0.00054106,             0.00054106,             0.00054106
                     88,                0.63874,                 1.2628,                0.94497,                0.06309,                0.08907,                  0.042,                0.03339,                 1.0468,                 4.4249,                 1.2447,             0.00054697,             0.00054697,             0.00054697
                     89,                0.67245,                 1.2779,                0.96729,                0.06309,                0.08907,                  0.042,                0.03339,                 1.0468,                 4.4249,                 1.2447,             0.00055287,             0.00055287,             0.00055287
                     90,                0.70607,                  1.218,                0.98589,                0.06309,                0.08907,                  0.042,                0.03339,                 1.0468,                 4.4249,                 1.2447,             0.00055876,             0.00055876,             0.00055876
                     91,                0.66533,                 1.3424,                  0.923,                0.06309,                0.08907,                  0.042,                0.03339,                 1.0468,                 4.4249,                 1.2447,             0.00056464,             0.00056464,             0.00056464
                     92,                  0.645,                 1.1704,                 0.9227,                0.03696,                0.06944,                0.04279,                 0.0333,                0.97362,                 4.4164,                 1.2151,             0.00057052,             0.00057052,             0.00057052
                     93,                0.73287,                 1.3595,                0.98603,                0.03696,                0.06944,                0.04279,                 0.0333,                0.97362,                 4.4164,                 1.2151,             0.00057638,             0.00057638,             0.00057638
                     94,                0.61607,                 1.2088,                0.93066,                0.03696,                0.06944,                0.04279,                 0.0333,                0.97362,                 4.4164,                 1.2151,             0.00058224,             0.00058224,             0.00058224
                     95,                0.71137,                 1.2249,                0.91143,                0.03696,                0.06944,                0.04279,                 0.0333,                0.97362,                 4.4164,                 1.2151,             0.00058808,             0.00058808,             0.00058808
                     96,                0.69933,                 1.2414,                0.97124,                0.05128,                0.09977,                0.04159,                0.03335,                0.95798,                 4.4418,                 1.2073,             0.00059392,             0.00059392,             0.00059392
                     97,                0.79463,                 1.6522,                  1.072,                0.05128,                0.09977,                0.04159,                0.03335,                0.95798,                 4.4418,                 1.2073,             0.00059975,             0.00059975,             0.00059975
                     98,                0.69674,                 1.2987,                 1.0259,                0.05128,                0.09977,                0.04159,                0.03335,                0.95798,                 4.4418,                 1.2073,             0.00060557,             0.00060557,             0.00060557
                     99,                0.65652,                 1.2152,                0.95896,                0.05128,                0.09977,                0.04159,                0.03335,                0.95798,                 4.4418,                 1.2073,             0.00061138,             0.00061138,             0.00061138
                    100,                0.62692,                 1.1003,                0.93693,                0.03132,                0.05808,                0.04625,                0.03438,                 0.9564,                 4.4451,                 1.1893,             0.00061718,             0.00061718,             0.00061718
                    101,                0.68673,                  1.177,                0.96778,                0.03132,                0.05808,                0.04625,                0.03438,                 0.9564,                 4.4451,                 1.1893,             0.00062298,             0.00062298,             0.00062298
                    102,                0.67654,                 1.2357,                 0.9781,                0.03132,                0.05808,                0.04625,                0.03438,                 0.9564,                 4.4451,                 1.1893,             0.00062298,             0.00062298,             0.00062298
                    103,                0.64167,                 1.0769,                0.95626,                0.03132,                0.05808,                0.04625,                0.03438,                 0.9564,                 4.4451,                 1.1893,             0.00062254,             0.00062254,             0.00062254
                    104,                0.66169,                 1.1633,                0.97857,                0.04695,                 0.1089,                0.04119,                0.03179,                0.93337,                 4.3987,                 1.1619,              0.0006221,              0.0006221,              0.0006221
                    105,                 0.6956,                 1.1909,                 0.9391,                0.04695,                 0.1089,                0.04119,                0.03179,                0.93337,                 4.3987,                 1.1619,             0.00062166,             0.00062166,             0.00062166
                    106,                0.75275,                 1.2922,                 1.0298,                0.04695,                 0.1089,                0.04119,                0.03179,                0.93337,                 4.3987,                 1.1619,             0.00062122,             0.00062122,             0.00062122
                    107,                0.78981,                 1.5836,                 1.0316,                0.04695,                 0.1089,                0.04119,                0.03179,                0.93337,                 4.3987,                 1.1619,             0.00062078,             0.00062078,             0.00062078
                    108,                0.67497,                 1.1053,                0.96236,                0.04864,                 0.1154,                0.03155,                0.02485,                0.93191,                 4.3924,                 1.1692,             0.00062034,             0.00062034,             0.00062034
                    109,                0.71159,                 1.1659,                0.98491,                0.04864,                 0.1154,                0.03155,                0.02485,                0.93191,                 4.3924,                 1.1692,              0.0006199,              0.0006199,              0.0006199
                    110,                0.66606,                 1.1775,                0.93704,                0.04864,                 0.1154,                0.03155,                0.02485,                0.93191,                 4.3924,                 1.1692,             0.00061946,             0.00061946,             0.00061946
                    111,                0.66267,                 1.2168,                0.94461,                0.04864,                 0.1154,                0.03155,                0.02485,                0.93191,                 4.3924,                 1.1692,             0.00061902,             0.00061902,             0.00061902
                    112,                0.71403,                 1.2129,                0.96514,                0.02888,                0.06889,                0.03254,                0.02418,                0.91189,                 4.5246,                 1.1678,             0.00061858,             0.00061858,             0.00061858
                    113,                0.71763,                 1.2306,                0.99662,                0.02888,                0.06889,                0.03254,                0.02418,                0.91189,                 4.5246,                 1.1678,             0.00061814,             0.00061814,             0.00061814
                    114,                0.66405,                 1.0083,                0.91653,                0.02888,                0.06889,                0.03254,                0.02418,                0.91189,                 4.5246,                 1.1678,              0.0006177,              0.0006177,              0.0006177
                    115,                0.67956,                 1.0516,                0.95465,                0.02888,                0.06889,                0.03254,                0.02418,                0.91189,                 4.5246,                 1.1678,             0.00061726,             0.00061726,             0.00061726
                    116,                0.78928,                 1.2742,                 1.0066,                0.01739,                0.03788,                0.03258,                0.02303,                0.91846,                 4.5235,                 1.1777,             0.00061681,             0.00061681,             0.00061681
                    117,                0.78272,                  1.292,                0.99349,                0.01739,                0.03788,                0.03258,                0.02303,                0.91846,                 4.5235,                 1.1777,             0.00061637,             0.00061637,             0.00061637
                    118,                0.73571,                 1.1076,                0.99972,                0.01739,                0.03788,                0.03258,                0.02303,                0.91846,                 4.5235,                 1.1777,             0.00061593,             0.00061593,             0.00061593
                    119,                0.68861,                 1.1297,                0.95541,                0.01739,                0.03788,                0.03258,                0.02303,                0.91846,                 4.5235,                 1.1777,             0.00061549,             0.00061549,             0.00061549
                    120,                0.64195,                  1.158,                 0.9444,                0.01113,                0.48545,                0.02898,                 0.0191,                 0.9435,                 4.5835,                  1.192,             0.00061505,             0.00061505,             0.00061505
                    121,                0.72589,                  1.228,                 1.0055,                0.01113,                0.48545,                0.02898,                 0.0191,                 0.9435,                 4.5835,                  1.192,             0.00061461,             0.00061461,             0.00061461
                    122,                0.72712,                 1.1374,                0.93569,                0.01113,                0.48545,                0.02898,                 0.0191,                 0.9435,                 4.5835,                  1.192,             0.00061417,             0.00061417,             0.00061417
                    123,                0.68933,                  1.175,                0.92039,                0.01113,                0.48545,                0.02898,                 0.0191,                 0.9435,                 4.5835,                  1.192,             0.00061373,             0.00061373,             0.00061373
                    124,                0.63473,                 1.1737,                0.95884,                0.00986,                0.44562,                0.02261,                0.01508,                0.95516,                 4.6567,                 1.1957,             0.00061329,             0.00061329,             0.00061329
                    125,                0.70682,                 1.2044,                0.98058,                0.00986,                0.44562,                0.02261,                0.01508,                0.95516,                 4.6567,                 1.1957,             0.00061285,             0.00061285,             0.00061285
                    126,                 0.6983,                 1.1309,                0.93446,                0.00986,                0.44562,                0.02261,                0.01508,                0.95516,                 4.6567,                 1.1957,             0.00061241,             0.00061241,             0.00061241
                    127,                0.64979,                 1.1339,                0.91557,                0.00986,                0.44562,                0.02261,                0.01508,                0.95516,                 4.6567,                 1.1957,             0.00061197,             0.00061197,             0.00061197
                    128,                0.71018,                  1.164,                0.91656,                0.00856,                0.38035,                0.01953,                0.01264,                0.98202,                 4.7172,                 1.2033,             0.00061153,             0.00061153,             0.00061153
                    129,                0.67123,                 1.2786,                0.94059,                0.00856,                0.38035,                0.01953,                0.01264,                0.98202,                 4.7172,                 1.2033,             0.00061109,             0.00061109,             0.00061109
                    130,                0.69165,                 1.1601,                0.98846,                0.00856,                0.38035,                0.01953,                0.01264,                0.98202,                 4.7172,                 1.2033,             0.00061065,             0.00061065,             0.00061065
                    131,                0.72484,                 1.2098,                0.95408,                0.00856,                0.38035,                0.01953,                0.01264,                0.98202,                 4.7172,                 1.2033,             0.00061021,             0.00061021,             0.00061021
                    132,                0.71779,                 1.4518,                0.94674,                0.01207,                0.03788,                0.02764,                0.01943,                0.92347,                 4.6966,                 1.1587,             0.00060977,             0.00060977,             0.00060977
                    133,                0.76614,                 1.2024,                 0.9818,                0.01207,                0.03788,                0.02764,                0.01943,                0.92347,                 4.6966,                 1.1587,             0.00060933,             0.00060933,             0.00060933
