                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    228,                0.60911,                0.99843,                0.91122,                0.06679,                0.14682,                0.04924,                0.03664,                0.95499,                 5.5252,                 1.1622,             0.00056751,             0.00056751,             0.00056751
                    229,                0.60087,                0.95837,                0.92205,                0.06679,                0.14682,                0.04924,                0.03664,                0.95499,                 5.5252,                 1.1622,             0.00056707,             0.00056707,             0.00056707
                    230,                0.57856,                0.92533,                0.92236,                0.06679,                0.14682,                0.04924,                0.03664,                0.95499,                 5.5252,                 1.1622,             0.00056663,             0.00056663,             0.00056663
                    231,                0.59781,                0.90251,                0.94648,                0.06679,                0.14682,                0.04924,                0.03664,                0.95499,                 5.5252,                 1.1622,             0.00056619,             0.00056619,             0.00056619
                    232,                0.57867,                0.91126,                0.93671,                0.06391,                0.14233,                0.04461,                0.03249,                0.97523,                 5.4487,                 1.1877,             0.00056575,             0.00056575,             0.00056575
                    233,                0.65842,                0.97344,                0.95456,                0.06391,                0.14233,                0.04461,                0.03249,                0.97523,                 5.4487,                 1.1877,             0.00056531,             0.00056531,             0.00056531
                    234,                0.62071,                 1.0515,                0.88481,                0.06391,                0.14233,                0.04461,                0.03249,                0.97523,                 5.4487,                 1.1877,             0.00056487,             0.00056487,             0.00056487
                    235,                0.63837,                0.89913,                0.92877,                0.06391,                0.14233,                0.04461,                0.03249,                0.97523,                 5.4487,                 1.1877,             0.00056443,             0.00056443,             0.00056443
                    236,                0.68844,                 1.1348,                0.97382,                0.03514,                0.07626,                 0.0433,                0.03049,                 1.0008,                 5.4185,                  1.207,             0.00056399,             0.00056399,             0.00056399
                    237,                0.59678,                0.89153,                0.91282,                0.03514,                0.07626,                 0.0433,                0.03049,                 1.0008,                 5.4185,                  1.207,             0.00056355,             0.00056355,             0.00056355
                    238,                0.60895,                0.94698,                0.88103,                0.03514,                0.07626,                 0.0433,                0.03049,                 1.0008,                 5.4185,                  1.207,             0.00056311,             0.00056311,             0.00056311
                    239,                0.66153,                 0.9219,                0.91471,                0.03514,                0.07626,                 0.0433,                0.03049,                 1.0008,                 5.4185,                  1.207,             0.00056267,             0.00056267,             0.00056267
                    240,                0.54958,                  0.895,                0.91406,                0.03523,                0.07626,                0.03881,                0.02884,                 1.0103,                 5.3898,                 1.2118,             0.00056223,             0.00056223,             0.00056223
                    241,                0.61652,                0.97421,                0.96165,                0.03523,                0.07626,                0.03881,                0.02884,                 1.0103,                 5.3898,                 1.2118,             0.00056179,             0.00056179,             0.00056179
                    242,                0.60053,                 1.0252,                0.91795,                0.03523,                0.07626,                0.03881,                0.02884,                 1.0103,                 5.3898,                 1.2118,             0.00056135,             0.00056135,             0.00056135
                    243,                0.60601,                0.83897,                0.88213,                0.03523,                0.07626,                0.03881,                0.02884,                 1.0103,                 5.3898,                 1.2118,             0.00056091,             0.00056091,             0.00056091
                    244,                0.59325,                0.89389,                0.93859,                0.04911,                0.09485,                0.04554,                0.03529,                 1.0129,                 5.3093,                 1.2161,             0.00056047,             0.00056047,             0.00056047
                    245,                0.61432,                0.87817,                0.94424,                0.04911,                0.09485,                0.04554,                0.03529,                 1.0129,                 5.3093,                 1.2161,             0.00056003,             0.00056003,             0.00056003
                    246,                0.59547,                0.90829,                0.89835,                0.04911,                0.09485,                0.04554,                0.03529,                 1.0129,                 5.3093,                 1.2161,             0.00055959,             0.00055959,             0.00055959
                    247,                0.62852,                 1.1598,                0.95616,                0.04911,                0.09485,                0.04554,                0.03529,                 1.0129,                 5.3093,                 1.2161,             0.00055915,             0.00055915,             0.00055915
                    248,                0.64039,                0.98015,                 0.9685,                0.04991,                0.10241,                0.04921,                0.03991,                0.99487,                 5.1373,                 1.2241,             0.00055871,             0.00055871,             0.00055871
                    249,                0.59499,                0.90469,                0.91097,                0.04991,                0.10241,                0.04921,                0.03991,                0.99487,                 5.1373,                 1.2241,             0.00055827,             0.00055827,             0.00055827
                    250,                 0.6193,                 1.0804,                0.93531,                0.04991,                0.10241,                0.04921,                0.03991,                0.99487,                 5.1373,                 1.2241,             0.00055783,             0.00055783,             0.00055783
                    251,                 0.6046,                 1.0191,                0.94237,                0.04991,                0.10241,                0.04921,                0.03991,                0.99487,                 5.1373,                 1.2241,             0.00055739,             0.00055739,             0.00055739
                    252,                0.56317,                 0.8841,                0.91298,                0.05426,                0.10974,                0.05007,                0.04063,                0.97039,                 5.0145,                 1.2117,             0.00055694,             0.00055694,             0.00055694
                    253,                0.60444,                 1.0178,                0.92229,                0.05426,                0.10974,                0.05007,                0.04063,                0.97039,                 5.0145,                 1.2117,              0.0005565,              0.0005565,              0.0005565
                    254,                0.62478,                0.92793,                0.93005,                0.05426,                0.10974,                0.05007,                0.04063,                0.97039,                 5.0145,                 1.2117,             0.00055606,             0.00055606,             0.00055606
                    255,                0.61052,                 1.0098,                0.92389,                0.05426,                0.10974,                0.05007,                0.04063,                0.97039,                 5.0145,                 1.2117,             0.00055562,             0.00055562,             0.00055562
                    256,                0.69215,                 1.0829,                0.94226,                0.05151,                0.09992,                0.05603,                0.04454,                0.97416,                 4.9251,                 1.1975,             0.00055518,             0.00055518,             0.00055518
                    257,                0.58096,                  0.938,                0.91465,                0.05151,                0.09992,                0.05603,                0.04454,                0.97416,                 4.9251,                 1.1975,             0.00055474,             0.00055474,             0.00055474
                    258,                0.60995,                 0.8732,                0.92814,                0.05151,                0.09992,                0.05603,                0.04454,                0.97416,                 4.9251,                 1.1975,              0.0005543,              0.0005543,              0.0005543
                    259,                0.64787,                0.98119,                0.93674,                0.05151,                0.09992,                0.05603,                0.04454,                0.97416,                 4.9251,                 1.1975,             0.00055386,             0.00055386,             0.00055386
                    260,                 0.6126,                0.92249,                0.93789,                 0.0477,                0.08925,                0.05638,                0.04281,                0.95984,                 4.9108,                 1.1856,             0.00055342,             0.00055342,             0.00055342
                    261,                0.61124,                0.97589,                0.94286,                 0.0477,                0.08925,                0.05638,                0.04281,                0.95984,                 4.9108,                 1.1856,             0.00055298,             0.00055298,             0.00055298
                    262,                 0.5615,                0.80567,                0.88961,                 0.0477,                0.08925,                0.05638,                0.04281,                0.95984,                 4.9108,                 1.1856,             0.00055254,             0.00055254,             0.00055254
                    263,                0.64738,                 1.0663,                0.94873,                 0.0477,                0.08925,                0.05638,                0.04281,                0.95984,                 4.9108,                 1.1856,              0.0005521,              0.0005521,              0.0005521
                    264,                0.63071,                0.97296,                0.93071,                0.03174,                0.05883,                0.06147,                0.04441,                0.97126,                 4.8904,                 1.1919,             0.00055166,             0.00055166,             0.00055166
                    265,                0.60624,                 1.0051,                0.95279,                0.03174,                0.05883,                0.06147,                0.04441,                0.97126,                 4.8904,                 1.1919,             0.00055122,             0.00055122,             0.00055122
                    266,                  0.565,                0.92091,                 0.8952,                0.03174,                0.05883,                0.06147,                0.04441,                0.97126,                 4.8904,                 1.1919,             0.00055078,             0.00055078,             0.00055078
                    267,                0.56942,                0.93224,                0.89723,                0.03174,                0.05883,                0.06147,                0.04441,                0.97126,                 4.8904,                 1.1919,             0.00055034,             0.00055034,             0.00055034
                    268,                 0.6034,                0.89145,                0.96276,                0.04843,                 0.1126,                0.05675,                0.04328,                0.97005,                 4.9933,                 1.1951,              0.0005499,              0.0005499,              0.0005499
                    269,                0.55599,                0.88809,                0.88204,                0.04843,                 0.1126,                0.05675,                0.04328,                0.97005,                 4.9933,                 1.1951,             0.00054946,             0.00054946,             0.00054946
                    270,                0.57512,                0.86268,                0.91647,                0.04843,                 0.1126,                0.05675,                0.04328,                0.97005,                 4.9933,                 1.1951,             0.00054902,             0.00054902,             0.00054902
                    271,                0.57865,                0.82206,                0.89822,                0.04843,                 0.1126,                0.05675,                0.04328,                0.97005,                 4.9933,                 1.1951,             0.00054858,             0.00054858,             0.00054858
                    272,                0.53808,                0.89636,                0.89866,                 0.0655,                 0.1665,                0.06183,                0.04726,                0.93857,                   5.11,                 1.1782,             0.00054814,             0.00054814,             0.00054814
                    273,                0.52161,                0.91401,                0.87761,                 0.0655,                 0.1665,                0.06183,                0.04726,                0.93857,                   5.11,                 1.1782,              0.0005477,              0.0005477,              0.0005477
                    274,                0.61381,                 1.0072,                 0.9358,                 0.0655,                 0.1665,                0.06183,                0.04726,                0.93857,                   5.11,                 1.1782,             0.00054726,             0.00054726,             0.00054726
                    275,                0.66295,                 1.0033,                0.94875,                 0.0655,                 0.1665,                0.06183,                0.04726,                0.93857,                   5.11,                 1.1782,             0.00054682,             0.00054682,             0.00054682
                    276,                0.58117,                 0.8981,                 0.9344,                0.06432,                0.16281,                0.06132,                0.04674,                0.92432,                 5.2796,                 1.1796,             0.00054638,             0.00054638,             0.00054638
                    277,                0.56033,                0.86315,                0.92978,                0.06432,                0.16281,                0.06132,                0.04674,                0.92432,                 5.2796,                 1.1796,             0.00054594,             0.00054594,             0.00054594
                    278,                0.61219,                0.97886,                0.94119,                0.06432,                0.16281,                0.06132,                0.04674,                0.92432,                 5.2796,                 1.1796,              0.0005455,              0.0005455,              0.0005455
                    279,                0.51984,                0.81923,                0.88903,                0.06432,                0.16281,                0.06132,                0.04674,                0.92432,                 5.2796,                 1.1796,             0.00054506,             0.00054506,             0.00054506
                    280,                0.57737,                0.79395,                0.90377,                0.05802,                0.15334,                0.06124,                0.04704,                0.88727,                 5.3063,                 1.1665,             0.00054462,             0.00054462,             0.00054462
                    281,                0.64957,                 0.9124,                0.94925,                0.05802,                0.15334,                0.06124,                0.04704,                0.88727,                 5.3063,                 1.1665,             0.00054418,             0.00054418,             0.00054418
                    282,                0.57292,                0.80163,                 0.8924,                0.05802,                0.15334,                0.06124,                0.04704,                0.88727,                 5.3063,                 1.1665,             0.00054374,             0.00054374,             0.00054374
                    283,                0.65942,                 0.9606,                 0.9853,                0.05802,                0.15334,                0.06124,                0.04704,                0.88727,                 5.3063,                 1.1665,              0.0005433,              0.0005433,              0.0005433
                    284,                0.59217,                0.84198,                0.93555,                0.04312,                0.10707,                0.05579,                0.04246,                0.87918,                 5.2272,                 1.1664,             0.00054286,             0.00054286,             0.00054286
                    285,                0.58304,                0.92994,                0.96233,                0.04312,                0.10707,                0.05579,                0.04246,                0.87918,                 5.2272,                 1.1664,             0.00054242,             0.00054242,             0.00054242
                    286,                0.62421,                0.92192,                0.95421,                0.04312,                0.10707,                0.05579,                0.04246,                0.87918,                 5.2272,                 1.1664,             0.00054198,             0.00054198,             0.00054198
                    287,                0.57768,                0.86324,                0.90022,                0.04312,                0.10707,                0.05579,                0.04246,                0.87918,                 5.2272,                 1.1664,             0.00054154,             0.00054154,             0.00054154
                    288,                0.61196,                 0.8731,                0.94324,                0.04912,                0.12122,                0.05939,                0.04534,                0.86991,                 5.1752,                 1.1521,              0.0005411,              0.0005411,              0.0005411
                    289,                0.55129,                0.79484,                0.89568,                0.04912,                0.12122,                0.05939,                0.04534,                0.86991,                 5.1752,                 1.1521,             0.00054066,             0.00054066,             0.00054066
                    290,                 0.5548,                0.81818,                0.91112,                0.04912,                0.12122,                0.05939,                0.04534,                0.86991,                 5.1752,                 1.1521,             0.00054022,             0.00054022,             0.00054022
                    291,                0.56133,                0.83105,                 0.8858,                0.04912,                0.12122,                0.05939,                0.04534,                0.86991,                 5.1752,                 1.1521,             0.00053978,             0.00053978,             0.00053978
                    292,                0.62133,                0.93582,                0.95775,                0.05049,                0.12215,                0.05895,                0.04424,                0.89197,                 5.1432,                 1.1496,             0.00053934,             0.00053934,             0.00053934
                    293,                0.59162,                0.88279,                0.91335,                0.05049,                0.12215,                0.05895,                0.04424,                0.89197,                 5.1432,                 1.1496,              0.0005389,              0.0005389,              0.0005389
                    294,                0.62302,                0.86619,                0.90664,                0.05049,                0.12215,                0.05895,                0.04424,                0.89197,                 5.1432,                 1.1496,             0.00053846,             0.00053846,             0.00053846
                    295,                0.56961,                0.90414,                0.88588,                0.05049,                0.12215,                0.05895,                0.04424,                0.89197,                 5.1432,                 1.1496,             0.00053802,             0.00053802,             0.00053802
                    296,                0.63809,                 0.9266,                0.96311,                 0.0468,                0.11458,                0.06558,                0.04936,                 0.9115,                 5.0307,                 1.1399,             0.00053758,             0.00053758,             0.00053758
                    297,                0.54143,                0.77432,                0.89545,                 0.0468,                0.11458,                0.06558,                0.04936,                 0.9115,                 5.0307,                 1.1399,             0.00053714,             0.00053714,             0.00053714
                    298,                0.63374,                0.89472,                0.88739,                 0.0468,                0.11458,                0.06558,                0.04936,                 0.9115,                 5.0307,                 1.1399,             0.00053669,             0.00053669,             0.00053669
                    299,                 0.5722,                 0.8464,                0.92208,                 0.0468,                0.11458,                0.06558,                0.04936,                 0.9115,                 5.0307,                 1.1399,             0.00053625,             0.00053625,             0.00053625
                    300,                0.61633,                0.83461,                0.88313,                0.06047,                0.15521,                0.07112,                0.05626,                0.87796,                 5.0238,                 1.1274,             0.00053581,             0.00053581,             0.00053581
                    301,                0.60794,                0.90467,                0.92862,                0.06047,                0.15521,                0.07112,                0.05626,                0.87796,                 5.0238,                 1.1274,             0.00053537,             0.00053537,             0.00053537
                    302,                0.58508,                0.89161,                0.91152,                0.06047,                0.15521,                0.07112,                0.05626,                0.87796,                 5.0238,                 1.1274,             0.00053493,             0.00053493,             0.00053493
                    303,                 0.6082,                0.97685,                0.96451,                0.06047,                0.15521,                0.07112,                0.05626,                0.87796,                 5.0238,                 1.1274,             0.00053449,             0.00053449,             0.00053449
                    304,                0.66128,                 0.9553,                0.99652,                0.08169,                0.21567,                0.08686,                0.07028,                0.85125,                 4.9874,                  1.109,             0.00053405,             0.00053405,             0.00053405
                    305,                0.55936,                0.89386,                 0.9398,                0.08169,                0.21567,                0.08686,                0.07028,                0.85125,                 4.9874,                  1.109,             0.00053361,             0.00053361,             0.00053361
                    306,                0.57874,                0.77898,                0.91004,                0.08169,                0.21567,                0.08686,                0.07028,                0.85125,                 4.9874,                  1.109,             0.00053317,             0.00053317,             0.00053317
                    307,                0.56702,                0.82862,                0.86795,                0.08169,                0.21567,                0.08686,                0.07028,                0.85125,                 4.9874,                  1.109,             0.00053273,             0.00053273,             0.00053273
                    308,                0.57447,                0.83636,                 0.9084,                0.09041,                0.23261,                0.09215,                0.07446,                0.81802,                 4.9574,                 1.0893,             0.00053229,             0.00053229,             0.00053229
                    309,                0.56692,                0.84983,                0.89642,                0.09041,                0.23261,                0.09215,                0.07446,                0.81802,                 4.9574,                 1.0893,             0.00053185,             0.00053185,             0.00053185
                    310,                0.58025,                0.84535,                0.90034,                0.09041,                0.23261,                0.09215,                0.07446,                0.81802,                 4.9574,                 1.0893,             0.00053141,             0.00053141,             0.00053141
                    311,                0.55004,                0.83981,                0.88566,                0.09041,                0.23261,                0.09215,                0.07446,                0.81802,                 4.9574,                 1.0893,             0.00053097,             0.00053097,             0.00053097
                    312,                0.57798,                0.89051,                0.88167,                0.09229,                 0.2141,                0.09146,                0.07575,                0.78356,                 4.9341,                 1.0671,             0.00053053,             0.00053053,             0.00053053
                    313,                0.59131,                0.85116,                0.91183,                0.09229,                 0.2141,                0.09146,                0.07575,                0.78356,                 4.9341,                 1.0671,             0.00053009,             0.00053009,             0.00053009
                    314,                0.57894,                0.76758,                0.89331,                0.09229,                 0.2141,                0.09146,                0.07575,                0.78356,                 4.9341,                 1.0671,             0.00052965,             0.00052965,             0.00052965
                    315,                0.55694,                0.80042,                0.90912,                0.09229,                 0.2141,                0.09146,                0.07575,                0.78356,                 4.9341,                 1.0671,             0.00052921,             0.00052921,             0.00052921
                    316,                 0.5897,                0.83022,                0.90385,                0.08896,                0.21442,                0.08561,                0.06908,                0.76738,                   4.84,                 1.0569,             0.00052877,             0.00052877,             0.00052877
                    317,                0.57358,                0.81675,                0.91376,                0.08896,                0.21442,                0.08561,                0.06908,                0.76738,                   4.84,                 1.0569,             0.00052833,             0.00052833,             0.00052833
                    318,                0.55664,                0.77408,                0.89502,                0.08896,                0.21442,                0.08561,                0.06908,                0.76738,                   4.84,                 1.0569,             0.00052789,             0.00052789,             0.00052789
                    319,                0.60214,                0.88797,                0.96139,                0.08896,                0.21442,                0.08561,                0.06908,                0.76738,                   4.84,                 1.0569,             0.00052745,             0.00052745,             0.00052745
                    320,                0.51333,                0.75397,                0.87781,                0.07531,                0.18026,                0.08036,                0.06258,                0.77737,                 4.8956,                 1.0619,             0.00052701,             0.00052701,             0.00052701
                    321,                0.53157,                0.75811,                0.88857,                0.07531,                0.18026,                0.08036,                0.06258,                0.77737,                 4.8956,                 1.0619,             0.00052657,             0.00052657,             0.00052657
                    322,                0.57046,                0.80185,                0.89891,                0.07531,                0.18026,                0.08036,                0.06258,                0.77737,                 4.8956,                 1.0619,             0.00052613,             0.00052613,             0.00052613
                    323,                 0.5394,                0.82928,                0.90243,                0.07531,                0.18026,                0.08036,                0.06258,                0.77737,                 4.8956,                 1.0619,             0.00052569,             0.00052569,             0.00052569
                    324,                 0.5562,                0.74183,                0.88615,                0.07087,                0.15998,                0.07825,                0.06031,                0.80159,                 4.9912,                 1.0729,             0.00052525,             0.00052525,             0.00052525
                    325,                0.54873,                 0.7905,                0.90601,                0.07087,                0.15998,                0.07825,                0.06031,                0.80159,                 4.9912,                 1.0729,             0.00052481,             0.00052481,             0.00052481
                    326,                0.56169,                0.83748,                0.91862,                0.07087,                0.15998,                0.07825,                0.06031,                0.80159,                 4.9912,                 1.0729,             0.00052437,             0.00052437,             0.00052437
                    327,                0.52214,                0.73144,                0.88158,                0.07087,                0.15998,                0.07825,                0.06031,                0.80159,                 4.9912,                 1.0729,             0.00052393,             0.00052393,             0.00052393
                    328,                0.58213,                0.78815,                0.95854,                0.08627,                0.17162,                0.07858,                0.06103,                0.80771,                 4.9916,                 1.0856,             0.00052349,             0.00052349,             0.00052349
                    329,                0.56242,                0.84061,                0.93164,                0.08627,                0.17162,                0.07858,                0.06103,                0.80771,                 4.9916,                 1.0856,             0.00052305,             0.00052305,             0.00052305
                    330,                0.51389,                0.73806,                0.89768,                0.08627,                0.17162,                0.07858,                0.06103,                0.80771,                 4.9916,                 1.0856,             0.00052261,             0.00052261,             0.00052261
                    331,                0.56964,                0.84234,                0.93708,                0.08627,                0.17162,                0.07858,                0.06103,                0.80771,                 4.9916,                 1.0856,             0.00052217,             0.00052217,             0.00052217
                    332,                0.64297,                0.94041,                 1.0544,                0.05966,                0.09577,                0.07821,                0.05725,                0.84546,                 4.7998,                 1.1093,             0.00052173,             0.00052173,             0.00052173
                    333,                0.57852,                0.79564,                 0.9226,                0.05966,                0.09577,                0.07821,                0.05725,                0.84546,                 4.7998,                 1.1093,             0.00052129,             0.00052129,             0.00052129
                    334,                0.62649,                0.79308,                0.90755,                0.05966,                0.09577,                0.07821,                0.05725,                0.84546,                 4.7998,                 1.1093,             0.00052085,             0.00052085,             0.00052085
                    335,                0.56926,                0.77676,                0.90183,                0.05966,                0.09577,                0.07821,                0.05725,                0.84546,                 4.7998,                 1.1093,             0.00052041,             0.00052041,             0.00052041
                    336,                0.58221,                0.78704,                0.90271,                 0.0695,                0.10562,                0.06667,                0.04939,                0.85994,                   4.76,                 1.1266,             0.00051997,             0.00051997,             0.00051997
                    337,                0.60676,                0.84799,                0.89994,                 0.0695,                0.10562,                0.06667,                0.04939,                0.85994,                   4.76,                 1.1266,             0.00051953,             0.00051953,             0.00051953
                    338,                0.54798,                0.80558,                0.88038,                 0.0695,                0.10562,                0.06667,                0.04939,                0.85994,                   4.76,                 1.1266,             0.00051909,             0.00051909,             0.00051909
                    339,                0.59548,                 0.7781,                0.90777,                 0.0695,                0.10562,                0.06667,                0.04939,                0.85994,                   4.76,                 1.1266,             0.00051865,             0.00051865,             0.00051865
                    340,                0.54714,                0.78684,                0.89353,                0.08312,                0.14115,                0.06515,                0.04753,                0.86291,                 4.8415,                 1.1324,             0.00051821,             0.00051821,             0.00051821
                    341,                0.55889,                0.75427,                0.91885,                0.08312,                0.14115,                0.06515,                0.04753,                0.86291,                 4.8415,                 1.1324,             0.00051777,             0.00051777,             0.00051777
                    342,                0.66926,                0.84181,                 1.0075,                0.08312,                0.14115,                0.06515,                0.04753,                0.86291,                 4.8415,                 1.1324,             0.00051733,             0.00051733,             0.00051733
                    343,                0.61938,                0.77789,                0.91164,                0.08312,                0.14115,                0.06515,                0.04753,                0.86291,                 4.8415,                 1.1324,             0.00051688,             0.00051688,             0.00051688
                    344,                0.60187,                0.78048,                0.91579,                0.08754,                0.15142,                0.06572,                0.04847,                0.84144,                 4.9219,                  1.108,             0.00051644,             0.00051644,             0.00051644
                    345,                0.57101,                0.80033,                0.91696,                0.08754,                0.15142,                0.06572,                0.04847,                0.84144,                 4.9219,                  1.108,               0.000516,               0.000516,               0.000516
                    346,                0.52304,                0.78939,                0.90853,                0.08754,                0.15142,                0.06572,                0.04847,                0.84144,                 4.9219,                  1.108,             0.00051556,             0.00051556,             0.00051556
                    347,                0.56525,                 0.8239,                0.92498,                0.08754,                0.15142,                0.06572,                0.04847,                0.84144,                 4.9219,                  1.108,             0.00051512,             0.00051512,             0.00051512
                    348,                0.53565,                0.76134,                 0.8782,                 0.0754,                0.13407,                0.06342,                0.05031,                0.82092,                 5.0517,                 1.0896,             0.00051468,             0.00051468,             0.00051468
                    349,                0.60784,                0.77915,                0.91381,                 0.0754,                0.13407,                0.06342,                0.05031,                0.82092,                 5.0517,                 1.0896,             0.00051424,             0.00051424,             0.00051424
                    350,                0.55937,                 0.7503,                 0.8958,                 0.0754,                0.13407,                0.06342,                0.05031,                0.82092,                 5.0517,                 1.0896,              0.0005138,              0.0005138,              0.0005138
                    351,                0.55799,                0.86942,                0.90964,                 0.0754,                0.13407,                0.06342,                0.05031,                0.82092,                 5.0517,                 1.0896,             0.00051336,             0.00051336,             0.00051336
                    352,                0.57327,                0.80819,                0.90675,                0.09267,                0.17586,                0.07461,                 0.0601,                0.80306,                 5.1567,                 1.0776,             0.00051292,             0.00051292,             0.00051292
                    353,                0.54154,                0.77695,                0.90961,                0.09267,                0.17586,                0.07461,                 0.0601,                0.80306,                 5.1567,                 1.0776,             0.00051248,             0.00051248,             0.00051248
                    354,                0.59055,                0.86751,                0.93406,                0.09267,                0.17586,                0.07461,                 0.0601,                0.80306,                 5.1567,                 1.0776,             0.00051204,             0.00051204,             0.00051204
                    355,                 0.5614,                0.88246,                0.90183,                0.09267,                0.17586,                0.07461,                 0.0601,                0.80306,                 5.1567,                 1.0776,              0.0005116,              0.0005116,              0.0005116
                    356,                0.49411,                0.72257,                0.88114,                0.10586,                0.16194,                0.08173,                0.06625,                0.81864,                 5.2637,                 1.0842,             0.00051116,             0.00051116,             0.00051116
                    357,                0.52901,                0.80249,                 0.8953,                0.10586,                0.16194,                0.08173,                0.06625,                0.81864,                 5.2637,                 1.0842,             0.00051072,             0.00051072,             0.00051072
                    358,                0.67234,                0.93494,                0.97405,                0.10586,                0.16194,                0.08173,                0.06625,                0.81864,                 5.2637,                 1.0842,             0.00051028,             0.00051028,             0.00051028
                    359,                0.63193,                0.80859,                 0.9425,                0.10586,                0.16194,                0.08173,                0.06625,                0.81864,                 5.2637,                 1.0842,             0.00050984,             0.00050984,             0.00050984
                    360,                0.57373,                0.82402,                0.94408,                0.09301,                0.16539,                0.07946,                0.06504,                0.84617,                 5.2767,                 1.0984,              0.0005094,              0.0005094,              0.0005094
                    361,                0.59498,                 0.8153,                0.91489,                0.09301,                0.16539,                0.07946,                0.06504,                0.84617,                 5.2767,                 1.0984,             0.00050896,             0.00050896,             0.00050896
